,breadscrum,cod_item,cod_item_pai,nome,situacao,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
458,547:1385,1385,547,Seção Cível,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
459,547:1385:1386,1386,1385,Processo de Conhecimento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
460,547:1385:1386:1389,1389,1386,Ação de Alimentos,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
461,547:1385:1386:1390,1390,1386,Revisão Judicial de Decisão do Conselho Tutelar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
462,547:1385:1386:1391,1391,1386,Apuração de Irregularidades em Entidades de Atendimento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
463,547:1385:1386:1392,1392,1386,Apuração de Infração Administrativa às Normas de Proteção à Criança ou Adolescente,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
464,547:1385:1386:1396,1396,1386,Tutela Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
465,547:1385:1386:1399,1399,1386,Tutela c/c Destituição do Poder Familiar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
466,547:1385:1386:1401,1401,1386,Adoção,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
467,547:1385:1386:1412,1412,1386,Adoção c/c Destituição do Poder Familiar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
468,547:1385:1386:1414,1414,1386,Suprimento de Capacidade ou de Consentimento para Casar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
469,547:1385:1386:1415,1415,1386,Emancipação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
470,547:1385:1386:1417,1417,1386,Regularização de Registro Civil,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
471,547:1385:1386:1420,1420,1386,Guarda,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
472,547:1385:1386:1424,1424,1386,Providência ,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
473,547:1385:1386:1425,1425,1386,Prestação de Contas Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
474,547:1385:1386:1426,1426,1386,Perda ou Suspensão do Poder Familiar,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
475,547:1385:1430,1430,1385,Processo de Execução,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
476,547:1385:1430:1432,1432,1430,Execução de Alimentos Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
477,547:1385:1430:1434,1434,1430,Execução de Medida de Proteção à Criança e Adolescente,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
478,547:1385:1430:1435,1435,1430,Execução de Multa,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
479,547:1385:1436,1436,1385,Processos Cautelares,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
480,547:1385:1436:1438,1438,1436,Busca e Apreensão Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
481,547:1385:1436:1440,1440,1436,Cautelar Inominada Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
482,547:1385:1450,1450,1385,Cartas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
483,547:1385:1450:1451,1451,1450,Carta de Ordem Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
484,547:1385:1450:1455,1455,1450,Carta Precatória Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
485,547:1459,1459,547,Seção Infracional,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
486,547:1459:1460,1460,1459,Procedimentos Investigatórios,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
487,547:1459:1460:1461,1461,1460,Auto de Apreensão em Flagrante,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
488,547:1459:1460:1462,1462,1460,Relatório de Investigações,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
489,547:1459:1460:1463,1463,1460,Boletim de Ocorrência Circunstanciada,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
490,547:1459:1464,1464,1459,Processo de Apuração de Ato Infracional,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
491,547:1459:1465,1465,1459,Execução de Medidas Sócio-Educativas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
492,547:1459:1465:1466,1466,1465,Internação com Atividades Externas,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
493,547:1459:1465:1467,1467,1465,Internação sem Atividades Externas,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
494,547:1459:1465:1468,1468,1465,Semiliberdade,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
495,547:1459:1465:1469,1469,1465,Liberdade Assistida,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
496,547:1459:1465:1470,1470,1465,Prestação de Serviços a Comunidade,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
497,547:1459:1465:1471,1471,1465,Obrigação de Reparar o Dano,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
498,547:1459:1465:1472,1472,1465,Advertência ,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
499,547:1459:1473,1473,1459,Cartas,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
500,547:1459:1473:1474,1474,1473,Carta de Ordem Infracional,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
501,547:1459:1473:1478,1478,1473,Carta Precatória Infracional,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
502,5:1669,1669,5,Ação Rescisória,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
503,5:1670,1670,5,Ação de Improbidade Administrativa,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
504,5:1671,1671,5,Comunicação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
505,5:1672,1672,5,Exceção de Impedimento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
506,5:1673,1673,5,Exceção de Suspeição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
507,5:1674,1674,5,Intervenção Federal,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
508,5:1675,1675,5,Mandado de Injunção,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
509,5:1677,1677,5,Precatório,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
510,5:1678,1678,5,Revisão Criminal,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
511,5:1679,1679,5,Suspensão de Segurança,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N
512,1198:1680,1680,1198,Consulta Administrativa,A,N,N,N,S,S,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,S,S,S,S,S,N,N,N
513,2:1106:1107:26:62:1682,1682,62,Retificação ou Suprimento ou Restauração de Registro Civil,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
514,2:1106:1107:26:62:1683,1683,62,Retificação de Registro de Imóvel,A,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
515,2:197:1071:1685,1685,1071,Remessa Necessária Trabalhista,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N
516,2:197:207:1689,1689,207,Embargos de Declaração Cível,A,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
517,547:1385:1386:1690,1690,1386,Ação Civil Pública Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
518,547:1385:1386:1691,1691,1386,Mandado de Segurança Infância e Juventude,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
519,2:214:237:1701,1701,237,Nomeação de Advogado,A,N,S,N,S,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N
520,2:214:215:1702,1702,215,Impugnação de Assistência Judiciária,I,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N
521,547:1385:1386:1703,1703,1386,Autorização judicial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
522,547:1385:1386:1704,1704,1386,Embargos de Terceiro Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
523,547:1385:1386:1705,1705,1386,"Remoção, modificação  e dispensa de tutor ou curador",A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
524,547:1385:1386:1706,1706,1386,Procedimento Comum Infância e Juventude,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
525,2:1106:1107:26:27:1707,1707,27,Reintegração / Manutenção de Posse,A,N,S,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N
526,2:1106:1107:26:27:1709,1709,27,Interdito Proibitório,A,N,S,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N
527,268:284:292:1710,1710,292,Mandado de Segurança Criminal,A,S,N,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
528,268:412:1711,1711,412,Agravo de Instrumento em Recurso Especial,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S
529,268:412:1712,1712,412,Agravo de Instrumento em Recurso Extraordinário,I,S,N,S,N,S,N,N,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N
530,385:1714,1714,385,Execução Provisória,I,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
531,268:316:1715,1715,316,Embargos do Acusado,A,N,N,N,S,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S
532,268:316:1717,1717,316,Alienação de Bens do Acusado,A,N,N,N,S,S,N,N,S,N,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
533,268:316:331:1719,1719,331,Avaliação para atestar dependência de drogas,A,S,S,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
534,5:1720,1720,5,Habeas Corpus,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
535,5:1721,1721,5,Recurso Ordinário em Mandado de Segurança,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N
536,5:1722,1722,5,Recurso Ordinário em Habeas Corpus,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N
537,2:175:1723,1723,175,Contraprotesto Judicial,I,S,N,N,S,S,N,N,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,N
538,2:175:1725,1725,175,Notificação,I,S,N,N,S,S,N,N,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,N
539,2:175:1726,1726,175,Interpelação,I,S,N,N,S,S,N,N,S,S,N,N,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,N
540,268:1727,1727,268,Petição Criminal,A,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,N,S,N,N,S,S,S,S,S,S,S
541,2:197:1728,1728,197,Apelação / Remessa Necessária,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N
542,268:412:1729,1729,412,Agravo Regimental Criminal,A,S,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,S,N,N,N,S,N,S,S,S,S
543,268:412:1730,1730,412,Recurso Ordinário Criminal,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
544,268:277:1731,1731,277,Investigação contra magistrado,A,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,S,S,S
545,268:277:1733,1733,277,Procedimento Investigatório Criminal (PIC-MP) ,A,S,S,N,S,S,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,S,S,S,S,S
546,547:1385:1386:10933,10933,1386,Habilitação para Adoção,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
547,2:197:10942,10942,197,Correição Parcial Cível,A,S,N,S,N,S,N,N,N,S,N,S,N,N,N,N,N,N,N,N,S,N,N,N,N,S,N,N,N
548,268:281:10943,10943,281,Ação Penal - Procedimento Sumário,A,S,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
549,268:281:10944,10944,281,Ação Penal - Procedimento Sumaríssimo,A,S,S,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
550,547:1459:10960,10960,1459,Incidente de Sanidade Mental,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
551,268:308:10967,10967,308,Medidas Protetivas - Estatuto do Idoso Criminal ,A,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,S,S,S
552,547:1385:10969,10969,1385,Incidentes,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
553,547:1385:10969:10970,10970,10969,Conflito de Competência Infância e Juventude,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
554,547:1385:10969:10971,10971,10969,Exceções,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
555,547:1385:10969:10972,10972,10969,Exibição de Documento ou Coisa Infância e Juventude,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
556,547:1385:10969:10973,10973,10969,Impugnação ao Valor da Causa Infância e Juventude,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
557,547:1385:10969:10974,10974,10969,Incidente de Falsidade Infância e Juventude,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
558,547:1385:10969:10971:10975,10975,10971,Exceção de Impedimento Infância e Juventude,I,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
559,547:1385:10969:10971:10976,10976,10971,Exceção de Incompetência Infância e Juventude,I,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
560,547:1385:10969:10971:10977,10977,10971,Exceção de Suspeição Infância e Juventude,I,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
561,547:1459:10979,10979,1459,Petição Infracional,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
562,2:1106:155:10980,10980,155,Cumprimento Provisório de Decisão,A,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,N
563,2:1106:155:10981,10981,155,Impugnação ao Cumprimento  de Decisão,I,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N
564,547:1385:11026,11026,1385,Petição Infância e Juventude Cível,A,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
565,2:197:1071:11027,11027,1071,Remessa Necessária / Recurso Ordinário,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N
566,11028,11028,0,PROCESSO MILITAR,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
567,11028:11029,11029,11028,PROCEDIMENTOS ESPECIAIS PREVISTOS EM LEIS ESPARSAS,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
568,11028:11030,11030,11028,PROCESSO CRIMINAL,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
569,11028:11030:11031,11031,11030,Procedimento Especial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
570,11028:11030:11032,11032,11030,Procedimentos Investigatórios,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
571,11028:11030:11033,11033,11030,Recursos,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
572,11028:11029:11034,11034,11029,Conselho de Justificação ,A,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N
573,11028:11029:11035,11035,11029,Representação p/ Declaração de Indignidade/Incompatibilidade ,A,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N
574,11028:11029:11036,11036,11029,Representação p/ Perda da Graduação ,A,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N
575,11028:11030:11037,11037,11030,Ação Penal Militar - Procedimento Ordinário,A,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,N,N,N
576,11028:11030:11033:11038,11038,11033,Embargos em Ação Penal Militar,A,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N
577,11028:11030:11033:11039,11039,11033,Reclamação Militar,A,N,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N
578,11028:11030:11033:11040,11040,11033,Recurso Inominado Militar,A,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N
579,11028:11030:11032:11041,11041,11032,Inquérito Policial Militar,A,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,N,N,N
580,11028:11030:11031:11042,11042,11031,Correição Parcial Militar,A,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N
581,11028:11030:11031:11043,11043,11031,Deserção,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
582,11028:11030:11031:11044,11044,11031,Insubmissão,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N
583,11028:11030:11031:11043:11045,11045,11043,Deserção de Oficial,A,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,N,N,N
584,11028:11030:11031:11043:11046,11046,11043,Deserção de Praça,A,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N,N
585,11099,11099,0,PROCEDIMENTOS PRÉ-PROCESSUAIS DE RESOLUÇÃO CONSENSUAL DE CONFLITOS,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
586,2:1106:1107:26:62:11397,11397,62,Extinção das obrigações do falido,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
587,268:412:11398,11398,412,Recurso em sentido estrito/Recurso ex officio,A,S,N,S,N,S,N,N,S,S,N,S,N,N,N,N,N,N,N,N,N,N,N,S,N,S,S,S,S
588,385:11399,11399,385,Execução de Medida de Segurança,I,S,N,N,S,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,S,S
589,2:197:1071:1209:11400,11400,1209,Agravo de Instrumento em Recurso Ordinário para o STF,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N
590,11427,11427,0,PROCESSO ELEITORAL,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
591,11427:11525,11525,11427,Processos Cíveis-Eleitorais,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
592,11427:11525:11526,11526,11525,Ação de Impugnação de Mandato Eletivo,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
593,11427:11525:11527,11527,11525,Ação de Investigação Judicial Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
594,11427:11528,11528,11427,Ação Penal Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
595,11427:11529,11529,11427,Procedimentos Relativos a Realização de Eleição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
596,11427:11529:11530,11530,11529,Apuração de Eleição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
597,11427:11529:11531,11531,11529,Prestação de Contas,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
598,11427:11529:11532,11532,11529,Registro de Candidatura,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
599,11427:11529:11533,11533,11529,Recurso contra Expedição de Diploma,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
600,11427:11534,11534,11427,Procedimentos Relativos a Partidos Políticos,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
601,11427:11534:11535,11535,11534,Cancelamento de Registro de Partido Político,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S
602,11427:11534:11536,11536,11534,Propaganda Partidária,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
603,11427:11534:11537,11537,11534,Registro de Órgão de Partido Político em Formação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
604,11427:11529:11538,11538,11529,Registro de Comitê Financeiro,I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
605,11427:11534:11539,11539,11534,Registro de Partido Político,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S
606,11427:11540,11540,11427,Procedimentos Administrativos da Justiça Eleitoral,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
607,11427:11529:11541,11541,11529,Representação,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
608,11427:11540:11542,11542,11540,Correição,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
609,11427:11540:11543,11543,11540,Criação de Zona Eleitoral ou Remanejamento,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
610,11427:11540:11544,11544,11540,Instrução,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
